"Time [min]","Event Name","Chamber","Event Text","1A: O2 concentration [µM]","1A: O2 flux per mass [pmol/(s*mg)]","1B: O2 concentration [µM]","1B: O2 flux per mass [pmol/(s*mg)]","1A: Amp [µM]","1A: Amp flux per mass [pmol/(s*mg)]","1B: Amp [nM]","1B: Amp flux per mass [fmol/(s*mg)]"
87.83,"GMP","Right","",183.4691,38.5232,183.7017,12.7035,89.7974,-806.3832,1684.5638,13.8509
87.87,"","","",183.4428,38.5232,183.6057,12.7035,90.0270,-786.2954,1677.2574,-55.4037
87.90,"","","",183.3614,38.8849,183.6692,12.2271,89.5535,-769.0772,1675.7684,-131.5837
87.93,"","","",183.2638,39.4275,183.6517,11.9095,89.3383,-771.9469,1674.6603,-207.7638
87.97,"","","",183.2186,39.7892,183.6414,11.5919,85.7225,-771.9469,1671.5785,-290.8693
88.00,"","","",183.1942,39.9701,183.6684,10.9567,83.2976,-780.5560,1669.1546,-380.9002
88.03,"","","",183.1851,40.3318,183.6192,10.7980,83.1971,-797.7741,1666.6961,-484.7821
88.07,"","","",183.1643,40.3318,183.5763,10.4804,84.0724,-789.1651,1665.5187,-588.6640
88.10,"","","",183.1345,40.3318,183.5485,10.3216,78.8639,-809.2529,1663.9951,-685.6204
88.13,"","","",183.0983,40.3318,183.4890,10.1628,75.6642,-837.9498,1660.8441,-775.6514
88.17,"","","",183.0603,40.3318,183.4890,10.0040,75.9942,-855.1679,1657.6930,-879.5333
88.20,"","","",183.0305,40.3318,183.4270,10.1628,77.5295,-886.7345,1656.2040,-976.4897
88.23,"","","",182.9997,40.5127,183.3063,10.4804,78.0460,-880.9952,1653.4684,-1087.2970
88.27,"","","",182.9536,40.5127,183.3167,10.7980,77.3573,-886.7345,1652.1180,-1184.2535
88.30,"","","",182.9265,40.5127,183.3254,11.1155,79.7822,-886.7345,1647.8934,-1288.1353
88.33,"","","",182.8975,40.3318,183.3333,11.2743,81.5901,-878.1255,1646.3006,-1392.0172
88.37,"","","",182.8632,40.1510,183.3214,11.4331,76.0086,-895.3436,1642.2492,-1502.8246
88.40,"","","",182.8153,40.1510,183.2619,11.5919,76.9412,-869.5164,1640.1023,-1606.7064
88.43,"","","",182.7890,39.9701,183.1960,12.0683,76.7834,-858.0376,1638.6826,-1703.6629
88.47,"","","",182.7746,39.9701,183.1920,12.7035,74.7602,-852.2983,1634.6658,-1800.6193
88.50,"","","",182.7339,39.9701,183.1793,13.3386,72.8088,-843.6892,1634.5619,-1883.7248
88.53,"","","",182.7140,39.7892,183.1229,14.1326,79.5239,-814.9923,1631.3416,-1966.8303
88.57,"","","",182.6859,39.6084,183.0634,14.9266,73.2106,-809.2529,1628.0866,-2049.9358
88.60,"","","",182.6317,39.0658,183.0237,15.7205,71.7471,-786.2954,1624.3469,-2139.9668
88.63,"","","",182.5657,38.7041,183.0324,16.3557,78.4908,-763.3378,1623.2042,-2223.0723
88.67,"","","",182.5069,38.3424,182.9864,17.1497,67.6864,-757.5984,1619.7068,-2292.3269
88.70,"","","",182.4852,38.1615,182.9618,17.7849,69.5374,-766.2075,1617.5946,-2368.5069
88.73,"","","",182.4852,37.6189,182.9459,18.7376,75.0329,-746.1197,1616.3826,-2416.9851
88.77,"","","",182.4436,37.2572,182.8490,19.8492,68.6765,-748.9894,1611.6387,-2472.3888
88.80,"","","",182.3604,36.8955,182.8395,20.9607,68.1886,-731.7712,1608.9377,-2520.8670
88.83,"","","",182.3070,36.7146,182.7077,22.2311,69.5948,-708.8137,1606.7216,-2569.3452
88.87,"","","",182.2935,36.7146,182.8093,23.0250,67.1412,-697.3349,1597.1298,-2624.7489
88.90,"","","",182.2573,36.7146,182.9697,23.3426,67.5860,-691.5956,1592.7322,-2680.1526
88.93,"","","",182.2275,36.5338,183.0896,23.1838,66.9260,-688.7259,1588.2652,-2728.6308
88.97,"","","",182.2220,36.3529,183.1642,22.5487,65.6777,-685.8562,1581.1320,-2784.0344
89.00,"","","",182.1877,36.1720,183.1317,22.0723,65.1755,-674.3774,1576.1111,-2839.4381
89.03,"","","",182.1271,36.1720,183.1118,21.5959,65.6346,-680.1168,1569.8435,-2894.8418
89.07,"","","",182.0674,36.1720,183.1086,21.1195,68.4900,-651.4199,1566.1384,-2929.4691
89.10,"","","",182.0249,36.1720,183.0388,20.6431,67.4282,-631.3320,1561.9485,-2971.0218
89.13,"","","",182.0104,35.9912,183.0118,20.6431,64.6876,-599.7654,1555.5771,-3012.5746
89.17,"","","",182.0177,35.8103,183.0340,19.6904,63.3676,-588.2867,1550.0367,-3095.6801
89.20,"","","",181.9860,35.4486,183.0054,18.8964,63.2528,-571.0685,1546.5740,-3192.6365
89.23,"","","",181.9164,35.4486,182.9411,18.1024,61.1149,-559.5898,1542.0032,-3282.6675
89.27,"","","",181.8974,35.4486,182.8514,17.6261,58.9913,-550.9807,1538.4712,-3372.6984
89.30,"","","",181.8458,35.8103,182.8252,16.9909,63.5541,-533.7625,1534.9738,-3455.8040
89.33,"","","",181.7871,35.9912,182.7585,16.3557,62.0332,-528.0232,1529.4335,-3545.8349
89.37,"","","",181.7762,36.1720,182.7696,15.8793,60.3687,-522.2838,1525.1743,-3635.8659
89.40,"","","",181.7120,36.3529,182.7458,15.2442,57.1116,-522.2838,1523.8239,-3705.1205
89.43,"","","",181.6785,36.3529,182.6466,15.0854,54.3711,-548.1110,1520.8805,-3767.4496
89.47,"","","",181.6704,36.3529,182.5807,15.2442,51.6736,-591.1564,1517.6602,-3829.7787
89.50,"","","",181.6623,36.3529,182.5251,15.4030,54.6724,-616.9836,1513.9897,-3885.1824
89.53,"","","",181.6107,36.3529,182.4854,15.7205,54.9307,-634.2017,1510.8386,-3933.6606
89.57,"","","",181.5682,36.3529,182.4616,16.3557,54.6007,-642.8108,1507.2374,-3975.2134
89.60,"","","",181.5149,36.3529,182.4100,17.1497,53.7828,-654.2896,1505.2983,-4002.9152
89.63,"","","",181.4886,36.3529,182.4084,17.6261,56.8964,-642.8108,1503.3591,-4030.6170
89.67,"","","",181.4787,36.1720,182.3099,18.2612,51.7310,-637.0714,1501.3854,-4037.5425
89.70,"","","",181.4570,35.9912,182.2464,19.0552,51.2288,-648.5502,1496.5375,-4058.3189
89.73,"","","",181.4317,35.9912,182.1940,20.0080,49.9518,-657.1593,1495.9143,-4058.3189
89.77,"","","",181.3928,35.8103,182.1805,20.9607,45.5181,-677.2471,1491.7244,-4051.3934
89.80,"","","",181.3575,35.4486,182.1686,21.9135,50.4970,-680.1168,1489.7852,-4037.5425
89.83,"","","",181.3213,35.2677,182.0892,23.0250,46.0203,-703.0743,1486.7726,-4009.8407
89.87,"","","",181.3024,34.9060,181.9177,24.7718,46.1781,-694.4652,1483.8293,-3982.1388
89.90,"","","",181.2580,34.5443,182.0249,26.0421,47.1538,-700.2046,1480.5051,-3947.5115
89.93,"","","",181.2047,34.3634,182.0304,27.3125,46.1351,-711.6834,1472.1599,-3926.7352
89.97,"","","",181.1595,34.3634,181.9868,28.5828,46.6803,-688.7259,1467.9008,-3899.0333
90.00,"","","",181.1450,34.1826,182.0241,29.6944,44.3989,-711.6834,1463.8148,-3878.2569
90.03,"","","",181.0763,34.3634,181.9733,30.8059,44.9011,-720.2925,1460.1443,-3843.6296
90.07,"","","",181.0048,34.3634,181.9645,31.9175,44.1263,-705.9440,1456.3699,-3795.1514
90.10,"","","",180.9551,34.3634,181.8788,33.5054,47.4838,-697.3349,1455.0194,-3746.6732
90.13,"","","",180.9560,34.5443,181.8875,34.7758,43.4663,-700.2046,1451.5567,-3684.3441
90.17,"","","",180.9352,34.7251,181.8582,36.6813,42.8493,-697.3349,1450.4486,-3608.1640
90.20,"","","",180.9144,34.7251,181.7962,38.1104,43.3228,-697.3349,1449.3405,-3545.8349
90.23,"","","",180.9162,34.7251,181.7232,39.0632,41.7731,-697.3349,1445.8778,-3483.5058
90.27,"","","",180.8665,34.5443,181.6541,39.6984,40.6253,-697.3349,1444.9429,-3414.2512
90.30,"","","",180.8059,34.5443,181.6152,39.6984,39.9652,-700.2046,1441.0992,-3358.8475
90.33,"","","",180.7815,34.3634,181.5469,39.8571,39.9509,-700.2046,1438.3291,-3310.3693
90.37,"","","",180.7372,34.3634,181.5009,40.0159,39.1617,-697.3349,1435.9398,-3261.8911
90.40,"","","",180.7064,34.5443,181.4485,40.1747,36.6364,-685.8562,1431.7153,-3227.2638
90.43,"","","",180.6666,34.7251,181.3969,40.3335,36.2490,-677.2471,1429.0836,-3185.7111
90.47,"","","",180.6413,34.7251,181.3802,40.3335,38.1860,-662.8986,1427.4907,-3151.0838
90.50,"","","",180.6250,34.5443,181.3754,40.0159,36.4212,-657.1593,1424.8590,-3123.3819
90.53,"","","",180.5807,34.3634,181.3167,39.6984,41.1131,-628.4623,1424.5820,-3088.7546
90.57,"","","",180.5292,34.3634,181.2825,39.3808,35.4455,-625.5927,1421.7426,-3061.0528
90.60,"","","",180.5084,34.3634,181.2436,39.3808,37.6551,-616.9836,1420.0459,-3026.4255
90.63,"","","",180.4695,34.3634,181.1404,39.3808,29.3043,-616.9836,1417.2064,-2991.7982
90.67,"","","",180.4397,34.5443,181.0102,39.8571,33.5228,-602.6351,1413.9515,-2971.0218
90.70,"","","",180.3890,34.5443,180.9689,40.1747,33.8671,-588.2867,1412.8780,-2950.2455
90.73,"","","",180.3863,34.5443,180.9761,40.1747,32.4179,-585.4170,1408.1341,-2929.4691
90.77,"","","",180.3990,34.5443,180.9927,40.1747,31.0405,-594.0261,1407.2338,-2901.7672
90.80,"","","",180.3754,34.1826,180.9276,40.4923,32.3605,-602.6351,1403.8057,-2874.0654
90.83,"","","",180.3302,34.0017,180.8562,40.8099,31.8727,-599.7654,1403.2170,-2846.3636
90.87,"","","",180.3040,33.6400,180.8006,41.1275,32.1023,-588.2867,1402.1435,-2811.7363
90.90,"","","",180.2995,33.4591,180.7331,41.6039,31.6001,-576.8079,1399.3734,-2784.0344
90.93,"","","",180.2579,33.2783,180.6569,42.0803,31.8297,-565.3291,1397.0533,-2749.4072
90.97,"","","",180.1928,33.0974,180.6434,42.3978,28.4721,-548.1110,1396.0838,-2700.9289
91.00,"","","",180.1259,33.0974,180.6180,42.8742,27.6973,-548.1110,1393.5560,-2652.4507
91.03,"","","",180.0598,33.0974,180.6251,43.1918,22.5175,-565.3291,1390.9243,-2617.8234
91.07,"","","",180.0246,33.0974,180.5545,43.6682,22.2592,-582.5473,1390.0932,-2562.4198
91.10,"","","",179.9839,33.0974,180.5060,44.1446,23.4502,-608.3745,1388.2580,-2513.9416
91.13,"","","",179.9667,33.0974,180.4830,44.3034,26.9225,-596.8957,1385.1415,-2458.5379
91.17,"","","",179.9459,33.0974,180.3988,44.9385,21.5562,-616.9836,1383.9296,-2403.1342
91.20,"","","",179.8880,32.9165,180.3853,45.7325,26.7073,-614.1139,1381.9905,-2347.7305
91.23,"","","",179.8347,33.0974,180.3417,46.2089,24.4259,-614.1139,1378.5970,-2299.2523
91.27,"","","",179.8085,33.0974,180.2710,46.5265,23.9093,-614.1139,1377.2465,-2264.6250
91.30,"","","",179.8075,33.0974,180.2631,46.6853,21.4988,-614.1139,1375.9999,-2236.9232
91.33,"","","",179.7786,33.0974,180.2075,46.5265,19.8057,-628.4623,1373.7838,-2216.1468
91.37,"","","",179.7497,33.0974,180.1210,46.5265,19.2604,-634.2017,1373.3336,-2195.3704
91.40,"","","",179.7045,33.2783,180.0622,46.5265,20.3078,-637.0714,1370.4942,-2181.5195
91.43,"","","",179.6366,33.6400,179.9622,46.8441,22.5319,-614.1139,1369.1437,-2160.7432
91.47,"","","",179.5860,34.0017,179.9566,46.8441,17.8112,-619.8533,1367.8971,-2139.9668
91.50,"","","",179.5625,34.1826,179.9423,46.5265,20.8531,-611.2442,1366.3043,-2112.2649
91.53,"","","",179.5326,34.3634,179.9296,46.2089,20.9679,-594.0261,1363.4302,-2091.4886
91.57,"","","",179.4947,34.5443,179.8923,46.0501,19.6909,-585.4170,1359.8982,-2077.6376
91.60,"","","",179.4793,34.5443,179.8018,45.8913,18.2991,-582.5473,1359.0326,-2049.9358
91.63,"","","",179.4784,34.5443,179.7803,45.8913,17.6964,-579.6776,1359.2750,-2022.2340
91.67,"","","",179.4612,34.3634,179.7049,45.8913,16.4768,-579.6776,1357.3012,-2001.4576
91.70,"","","",179.4449,34.3634,179.5969,46.2089,19.3322,-565.3291,1354.3232,-1980.6812
91.73,"","","",179.3843,34.3634,179.5223,46.5265,17.9977,-559.5898,1353.6307,-1959.9048
91.77,"","","",179.3048,34.5443,179.4755,47.0028,16.7494,-559.5898,1351.1722,-1952.9794
91.80,"","","",179.2623,34.7251,179.4532,47.1616,18.4425,-542.3716,1350.4796,-1932.2030
91.83,"","","",179.2668,34.7251,179.3961,47.3204,13.8367,-542.3716,1348.1596,-1918.3521
91.87,"","","",179.2604,34.5443,179.3579,47.3204,14.4824,-519.4141,1346.4629,-1897.5757
91.90,"","","",179.2134,34.7251,179.3190,47.3204,14.6546,-513.6747,1345.1470,-1883.7248
91.93,"","","",179.1709,34.7251,179.2857,47.1616,11.4118,-507.9353,1344.4545,-1856.0230
91.97,"","","",179.1311,34.7251,179.2873,47.0028,11.3688,-528.0232,1342.2730,-1835.2466
92.00,"","","",179.0995,34.7251,179.2333,47.3204,13.3919,-519.4141,1340.8186,-1821.3957
92.03,"","","",179.1058,34.7251,179.1460,47.6380,8.4560,-525.1535,1339.9529,-1800.6193
92.07,"","","",179.0941,34.5443,179.0435,48.1144,10.6513,-525.1535,1336.9057,-1793.6938
92.10,"","","",179.0497,34.1826,179.0650,47.9556,11.4979,-522.2838,1337.0096,-1772.9175
92.13,"","","",179.0036,33.8208,178.9641,48.1144,10.6370,-513.6747,1336.2824,-1759.0665
92.17,"","","",178.9629,33.6400,178.9133,48.4320,11.7418,-499.3263,1333.2006,-1745.2156
92.20,"","","",178.9060,33.2783,178.8863,48.5908,6.9638,-496.4566,1331.6424,-1731.3647
92.23,"","","",178.8716,33.0974,178.8498,48.7496,9.6613,-482.1081,1331.2615,-1710.5883
92.27,"","","",178.8219,32.7357,178.7768,49.2260,12.2871,-453.4112,1330.1534,-1689.8120
92.30,"","","",178.7757,32.5548,178.7339,49.5435,6.9351,-453.4112,1328.7683,-1669.0356
92.33,"","","",178.6916,32.7357,178.7093,49.7023,4.3380,-462.0203,1327.4871,-1648.2592
92.37,"","","",178.6708,33.0974,178.6561,49.5435,6.2894,-476.3687,1327.5217,-1627.4828
92.40,"","","",178.6880,33.0974,178.6084,49.5435,7.6095,-487.8475,1324.5784,-1606.7064
92.43,"","","",178.6311,33.2783,178.5457,49.5435,1.9705,-510.8050,1323.6435,-1585.9301
92.47,"","","",178.5768,33.4591,178.4949,49.5435,6.7629,-496.4566,1323.2279,-1565.1537
92.50,"","","",178.5388,33.6400,178.4481,49.7023,7.0642,-502.1959,1320.7348,-1544.3773
92.53,"","","",178.5126,33.8208,178.4266,49.5435,4.6250,-490.7172,1320.1461,-1523.6009
92.57,"","","",178.4891,34.0017,178.3949,49.2260,1.1814,-499.3263,1319.0034,-1509.7500
92.60,"","","",178.4556,34.1826,178.3020,49.2260,3.5489,-493.5869,1317.1682,-1495.8991
92.63,"","","",178.3914,34.3634,178.2170,49.2260,2.1571,-502.1959,1314.8828,-1482.0482
92.67,"","","",178.3923,34.3634,178.2059,49.0672,3.9793,-505.0656,1314.0863,-1468.1973
92.70,"","","",178.3950,34.3634,178.1892,48.9084,0.1052,-522.2838,1314.5019,-1447.4209
92.73,"","","",178.3724,34.1826,178.1686,48.7496,1.0809,-525.1535,1312.0433,-1433.5700
92.77,"","","",178.3435,34.1826,178.1106,48.7496,0.4496,-522.2838,1310.8314,-1419.7191
92.80,"","","",178.3136,34.1826,178.1162,48.5908,0.1626,-530.8929,1310.1734,-1398.9427
92.83,"","","",178.2901,34.1826,178.0535,48.1144,3.6349,-513.6747,1309.5155,-1378.1663
92.87,"","","",178.2332,34.1826,178.0185,47.6380,-0.1961,-507.9353,1308.3382,-1357.3899
92.90,"","","",178.1997,34.3634,177.9590,47.1616,-1.3583,-505.0656,1306.9877,-1350.4645
92.93,"","","",178.1572,34.3634,177.8820,46.8441,-0.6265,-502.1959,1306.2259,-1336.6136
92.97,"","","",178.0966,34.3634,177.8121,46.5265,0.3635,-493.5869,1305.2910,-1315.8372
93.00,"","","",178.0460,34.5443,177.7716,46.3677,-3.5106,-502.1959,1304.3561,-1295.0608
93.03,"","","",178.0306,34.3634,177.7938,46.0501,-6.3516,-505.0656,1301.6205,-1288.1353
93.07,"","","",177.9971,34.3634,177.7430,45.8913,-9.8239,-522.2838,1303.3172,-1267.3590
93.10,"","","",177.9537,34.5443,177.7049,45.8913,-9.6948,-536.6322,1301.0665,-1253.5080
93.13,"","","",177.9365,34.7251,177.6827,45.5737,-2.1762,-513.6747,1300.3047,-1239.6571
93.17,"","","",177.9185,34.5443,177.5874,45.4149,-7.4277,-522.2838,1299.0927,-1225.8062
93.20,"","","",177.8832,34.5443,177.5421,45.4149,-3.8406,-513.6747,1297.0151,-1211.9553
93.23,"","","",177.8362,34.3634,177.4493,45.4149,-9.2356,-519.4141,1297.4652,-1198.1044
93.27,"","","",177.7928,34.3634,177.4215,45.4149,-8.8913,-530.8929,1296.9458,-1184.2535
93.30,"","","",177.7864,34.3634,177.4056,45.0973,-5.8494,-528.0232,1296.5649,-1163.4771
93.33,"","","",177.7448,34.3634,177.3524,44.7797,-7.8725,-522.2838,1295.7685,-1149.6262
93.37,"","","",177.6824,34.1826,177.3143,44.6209,-6.3085,-525.1535,1294.2449,-1128.8498
93.40,"","","",177.6417,34.0017,177.2666,44.6209,-9.7091,-530.8929,1293.2407,-1121.9243
93.43,"","","",177.6001,34.0017,177.2643,44.3034,-11.4883,-533.7625,1291.8902,-1108.0734
93.47,"","","",177.5531,33.8208,177.1674,44.3034,-9.5943,-530.8929,1290.3666,-1094.2225
93.50,"","","",177.5359,33.8208,177.0793,44.4622,-14.2719,-533.7625,1290.3666,-1080.3716
93.53,"","","",177.5332,33.6400,177.0427,44.6209,-12.7366,-548.1110,1289.1893,-1073.4461
93.57,"","","",177.5278,33.4591,176.9745,44.7797,-14.9320,-553.8504,1288.5314,-1059.5952
93.60,"","","",177.5052,33.2783,176.9451,44.9385,-14.2576,-545.2413,1287.4233,-1045.7443
93.63,"","","",177.4473,33.0974,176.9125,45.0973,-14.9463,-550.9807,1286.2806,-1038.8188
93.67,"","","",177.4012,33.2783,176.8839,45.0973,-14.5876,-565.3291,1285.2072,-1024.9679
93.70,"","","",177.3406,33.4591,176.8522,45.0973,-17.9595,-576.8079,1284.6185,-1011.1170
93.73,"","","",177.3035,33.6400,176.7934,45.0973,-16.1372,-573.9382,1284.9302,-997.2661
93.77,"","","",177.2592,33.8208,176.7164,45.2561,-15.5346,-588.2867,1283.4066,-983.4152
93.80,"","","",177.2430,34.0017,176.6497,45.5737,-16.4672,-582.5473,1281.6406,-969.5642
93.83,"","","",177.2249,34.0017,176.6188,45.8913,-18.1173,-576.8079,1281.3982,-962.6388
93.87,"","","",177.1950,34.1826,176.5822,46.0501,-15.2907,-565.3291,1281.5367,-948.7879
93.90,"","","",177.1607,34.1826,176.5163,46.2089,-15.7498,-565.3291,1280.0131,-934.9369
93.93,"","","",177.1100,34.3634,176.4441,46.5265,-18.0743,-562.4595,1279.2166,-928.0115
93.97,"","","",177.0576,34.7251,176.4449,47.0028,-21.7905,-571.0685,1277.7623,-928.0115
94.00,"","","",177.0250,34.9060,176.3393,47.4792,-17.7299,-556.7201,1274.8536,-928.0115
94.03,"","","",176.9527,35.0869,176.2861,47.7968,-21.7331,-568.1988,1275.2691,-921.0860
94.07,"","","",177.0096,34.9060,176.2893,47.9556,-11.8040,-533.7625,1272.8799,-928.0115
94.10,"ADP","Left","",176.9825,34.5443,176.2218,48.1144,1634.3656,5521.2857,1273.2954,-928.0115
94.13,"","","",177.0332,34.0017,176.1662,48.2732,2449.7596,14253.7557,1273.6417,-928.0115
94.17,"","","",177.0974,33.0974,176.1829,48.1144,2453.7629,22555.7720,1272.8452,-921.0860
94.20,"","","",177.0738,32.1931,176.1344,47.9556,2462.3289,30412.9862,1272.3951,-914.1606
94.23,"","","",177.0304,31.4697,176.0455,47.9556,2463.0750,37805.3105,1272.7067,-900.3096
94.27,"","","",176.9029,30.9271,176.0447,47.9556,2466.6908,44752.8326,1272.7413,-886.4587
94.30,"","","",176.7655,31.1079,176.0058,47.9556,2466.3608,51241.2042,1271.1139,-879.5333
94.33,"","","",176.6389,31.6505,175.9518,47.9556,2469.9623,57261.8161,1271.4601,-865.6824
94.37,"","","",176.5539,32.1931,175.8454,47.9556,2470.6797,62811.7987,1269.7288,-858.7569
94.40,"","","",176.4264,33.0974,175.7525,48.2732,2470.9953,67885.4126,1271.4255,-837.9805
94.43,"","","",176.3052,34.3634,175.7462,48.1144,2472.5593,72499.8758,1269.9019,-824.1296
94.47,"","","",176.2338,35.6295,175.7581,47.7968,2473.3485,76681.0158,1270.4559,-803.3532
94.50,"","","",176.1533,37.0763,175.7549,47.4792,2479.1166,80397.2657,1269.0016,-789.5023
94.53,"","","",176.0927,38.3424,175.7152,47.1616,2480.7523,83665.8439,1268.3437,-782.5768
94.57,"","","",176.0429,39.7892,175.6406,47.0028,2481.9576,86452.3139,1267.5126,-768.7259
94.60,"","","",175.9733,41.2361,175.5898,47.0028,2482.4454,88776.7637,1266.0236,-754.8750
94.63,"","","",175.9019,42.5021,175.5406,46.6853,2490.0788,90670.7598,1264.9848,-741.0241
94.67,"","","",175.8069,44.1299,175.5398,46.3677,2494.2972,92105.6054,1264.1538,-727.1732
94.70,"","","",175.7165,45.9385,175.5421,45.8913,2493.0633,93072.6913,1265.6427,-713.3223
94.73,"","","",175.6568,47.5662,175.4850,45.2561,2493.7950,93560.5388,1264.6732,-692.5459
94.77,"","","",175.5582,49.5557,175.3945,44.7797,2501.9593,93600.7145,1263.1496,-685.6204
94.80,"","","",175.4081,51.7260,175.3603,44.4622,2495.8182,93153.0426,1261.8684,-678.6950
94.83,"","","",175.3249,54.0772,175.2857,44.4622,2500.5101,92237.6112,1261.5221,-671.7695
94.87,"","","",175.2589,56.0666,175.2293,44.3034,2498.8744,90848.6807,1260.1024,-664.8440
94.90,"","","",175.1622,58.0561,175.1936,44.3034,2502.3467,88991.9906,1260.3448,-657.9186
94.93,"","","",175.0663,60.0456,175.1857,44.1446,2509.6070,86693.3680,1259.0982,-650.9931
94.97,"","","",174.9759,62.2159,175.0959,43.9858,2508.2439,83912.6373,1257.4707,-650.9931
95.00,"","","",174.8918,64.3862,175.0562,43.8270,2517.1113,80692.8439,1257.6785,-644.0677
95.03,"","","",174.7977,66.5565,175.0221,43.6682,2516.3078,76982.3333,1257.9555,-637.1422
95.07,"","","",174.6838,68.9077,174.9943,43.3506,2516.5086,72804.0631,1256.7435,-630.2168
95.10,"","","",174.6096,71.0780,174.9276,43.1918,2520.2392,68166.6423,1255.1161,-630.2168
95.13,"","","",174.5527,73.0675,174.9165,43.1918,2518.5318,63044.2437,1255.0122,-630.2168
95.17,"","","",174.4686,75.0570,174.8307,43.1918,2522.2337,57451.2157,1255.5316,-623.2913
95.20,"","","",174.4143,76.6847,174.7839,43.0330,2525.2469,51404.7766,1254.6659,-616.3658
95.23,"","","",174.3456,78.3124,174.7617,43.0330,2527.4565,44890.5778,1252.9345,-616.3658
95.27,"","","",174.2144,80.1210,174.7283,43.0330,2531.6893,37902.8800,1252.1035,-616.3658
95.30,"","","",174.1023,81.7488,174.6688,43.0330,2532.3493,30424.4650,1252.6575,-616.3658
95.33,"","","",173.9721,83.7383,174.6180,43.1918,2533.0094,22486.8994,1251.9650,-623.2913
95.37,"","","",173.8717,85.5469,174.5965,43.3506,2536.7974,14067.2257,1249.8181,-630.2168
95.40,"","","",173.7596,86.9937,174.5378,43.3506,2542.2354,5225.7075,1249.4372,-650.9931
95.43,"","","",173.6999,88.2598,174.4385,43.6682,2541.8767,2238.3591,1248.3291,-664.8440
95.47,"","","",173.6194,88.9832,174.3552,44.3034,2541.7476,2212.5318,1246.9440,-671.7695
95.50,"","","",173.5281,89.1641,174.3464,44.3034,2548.3192,2209.6621,1247.4634,-685.6204
95.53,"","","",173.4485,88.9832,174.3075,44.4622,2545.5212,2212.5318,1247.3595,-685.6204
95.57,"","","",173.3716,88.6215,174.2329,44.9385,2549.4527,2218.2712,1246.5977,-692.5459
95.60,"","","",173.2468,88.6215,174.2107,45.0973,2549.8258,2221.1409,1246.5631,-692.5459
95.63,"","","",173.1221,88.8023,174.1837,45.0973,2550.3423,2209.6621,1246.0091,-692.5459
95.67,"","","",173.0190,89.1641,174.2130,44.9385,2554.2020,2209.6621,1246.7709,-685.6204
95.70,"","","",172.9303,89.5258,174.1527,44.9385,2557.9183,2212.5318,1244.9010,-685.6204
95.73,"","","",172.8752,89.8875,174.0463,45.5737,2559.8123,2203.9228,1244.3123,-678.6950
95.77,"","","",172.7884,90.2492,174.0153,45.8913,2558.3200,2180.9652,1243.7583,-671.7695
95.80,"","","",172.6699,90.7918,174.0304,45.8913,2562.8829,2163.7471,1244.2431,-657.9186
95.83,"","","",172.5804,91.3344,173.9709,45.7325,2561.0463,2140.7896,1242.4078,-650.9931
95.87,"","","",172.5107,91.6961,173.8804,45.5737,2561.8641,2114.9623,1242.6156,-644.0677
95.90,"","","",172.4339,91.6961,173.8438,45.7325,2565.9965,2092.0048,1241.5422,-637.1422
95.93,"","","",172.3606,91.6961,173.7922,45.8913,2570.4875,2071.9170,1240.5033,-637.1422
95.97,"","","",172.2440,91.6961,173.7756,45.8913,2569.2966,2060.4382,1240.5380,-630.2168
96.00,"","","",172.1156,91.8770,173.7319,45.7325,2571.1332,2057.5685,1240.5726,-630.2168
96.03,"","","",172.0179,92.0578,173.6628,45.4149,2575.2512,2051.8291,1239.6723,-616.3658
96.07,"","","",171.9465,92.0578,173.6557,45.0973,2579.1970,2046.0898,1240.0186,-602.5149
96.10,"","","",171.8506,92.0578,173.6382,44.7797,2580.9045,2060.4382,1239.7069,-588.6640
96.13,"","","",171.7566,92.2387,173.5850,44.4622,2581.7941,2043.2201,1238.7373,-581.7385
96.17,"","","",171.6752,92.4195,173.5032,44.4622,2583.2864,2031.7413,1236.6597,-581.7385
96.20,"","","",171.5856,92.4195,173.4318,44.6209,2588.0644,2014.5231,1237.0406,-574.8131
96.23,"","","",171.4844,92.4195,173.3778,44.7797,2591.6946,2008.7838,1235.8286,-567.8876
96.27,"","","",171.3786,92.6004,173.3667,44.6209,2592.8711,2017.3928,1237.4908,-560.9622
96.30,"","","",171.2972,92.7813,173.3063,44.6209,2592.6129,2005.9141,1235.6209,-560.9622
96.33,"","","",171.1878,92.9621,173.2777,44.6209,2594.8943,2020.2625,1235.5170,-554.0367
96.37,"","","",171.0756,93.1430,173.2579,44.4622,2598.4814,2028.8716,1234.7552,-547.1112
